Application_ID,Availability (%),MTTR (hrs),Incident Frequency (per month),Security Vulnerabilities (CVE Score Avg.),Third-Party Dependencies (#),Compliance Adherence (%),IBS Impacted,Availability (Norm),MTTR (Norm),Incident Frequency (Norm),Security Vulnerabilities (Norm),Third-Party Dependencies (Norm),Compliance (Norm),IBS Impacted (Norm),Risk Score,Banking Solution,Solution Risk Score
App_50,83.69708911051055,1.0209317208185826,36,9.634992408875883,16,80.5483142086122,0,0.16302910889489453,0.021269410850387138,0.72,0.9634992408875883,0.8,0.19451685791387802,0,40.67,Fraud Detection,48.961543624161074
App_51,99.39169255529117,41.98568028884157,23,5.190322801295487,0,71.52738103838118,0,0.0060830744470882795,0.8747016726841994,0.46,0.5190322801295487,0.0,0.28472618961618823,0,36.6,Customer Support,53.401939393939394
App_52,95.5026564672223,25.388982433306175,48,6.775422674589532,7,60.25857431158842,0,0.044973435327777055,0.528937134027212,0.96,0.6775422674589532,0.35,0.3974142568841158,0,45.73,Lending,49.87919075144509
App_53,98.78997883128378,45.07524952861902,18,3.118638579168832,5,79.84956887603255,0,0.012100211687162243,0.9390676985128962,0.36,0.3118638579168832,0.25,0.2015043112396745,0,34.68,Core Banking,49.03
App_54,97.89654700855297,38.34159531713594,24,7.739913781527625,17,71.42503954248973,0,0.021034529914470284,0.7987832357736654,0.48,0.7739913781527625,0.85,0.28574960457510273,0,48.1,Fraud Detection,48.961543624161074
App_55,91.95799957622171,47.9008373056002,20,7.729214818761151,5,89.3843320284214,0,0.08042000423778291,0.9979341105333375,0.4,0.7729214818761151,0.25,0.10615667971578603,0,43.66,Payments,49.61333333333334
App_56,98.43748470046233,16.834167141682087,11,5.212960476541389,4,60.95785061081934,0,0.015625152995376652,0.35071181545171015,0.22,0.521296047654139,0.2,0.3904214938918066,0,26.38,Payments,49.61333333333334
App_57,81.7698500410384,36.82503786869409,40,9.760138232792135,12,83.39311245223163,0,0.18230149958961606,0.7671882889311269,0.8,0.9760138232792135,0.6,0.16606887547768368,0,55.03,Core Banking,49.03
App_58,83.9196572483829,19.292683853243624,32,1.2555021476265338,18,97.65896950024262,0,0.16080342751617097,0.40193091360924216,0.64,0.12555021476265338,0.9,0.023410304997573805,0,32.89,Risk Management,52.27423076923077
App_59,80.90454577821076,23.034029774587623,49,0.16947664889580993,7,66.97637068445998,0,0.1909545422178924,0.4798756203039088,0.98,0.016947664889580993,0.35,0.3302362931554002,0,37.78,Lending,49.87919075144509
App_60,86.50660661526528,30.120262234481764,3,7.701582117570959,8,78.86597963002382,1,0.13493393384734717,0.6275054632183701,0.06,0.770158211757096,0.4,0.21134020369976184,1,85.55,Customer Support,53.401939393939394
App_61,87.77354579378964,41.93650148094426,41,8.071555373648826,16,63.65687967268553,1,0.12226454206210363,0.8736771141863388,0.82,0.8071555373648825,0.8,0.3634312032731447,1,108.39,Payments,49.61333333333334
App_62,85.42698063547792,47.23600652156617,6,1.2020722912057624,2,85.02727649045411,1,0.14573019364522083,0.9840834691992951,0.12,0.12020722912057624,0.1,0.14972723509545888,1,80.17,Payments,49.61333333333334
App_63,96.57475018303859,36.87712386549687,21,2.6558283295860607,18,82.02126722384902,0,0.034252498169614114,0.7682734138645181,0.42,0.2655828329586061,0.9,0.17978732776150977,0,38.2,Core Banking,49.03
App_64,87.1350665338718,20.05280554403202,32,0.1755236336662891,10,76.2946209685133,1,0.12864933466128206,0.4177667821673337,0.64,0.01755236336662891,0.5,0.237053790314867,1,79.99,Risk Management,52.27423076923077
App_65,85.61869019374761,20.22513610929937,16,2.933086107805647,16,80.85508085894965,1,0.1438130980625239,0.42135700227707024,0.32,0.2933086107805647,0.8,0.1914491914105035,1,82.09,Risk Management,52.27423076923077
App_66,90.85392166316497,35.40395047626679,23,7.731418739186715,18,95.86298633876041,1,0.09146078336835033,0.7375823015888915,0.46,0.7731418739186715,0.9,0.04137013661239593,1,95.16,Core Banking,49.03
App_67,82.81848449949526,11.461302996878512,33,5.179605277125789,1,67.85177209244269,0,0.17181515500504743,0.23877714576830233,0.66,0.5179605277125789,0.05,0.32148227907557314,0,32.06,Payments,49.61333333333334
App_68,96.0439396150808,5.302757430306944,27,3.480955931682881,7,60.90258046821389,0,0.03956060384919198,0.11047411313139466,0.54,0.3480955931682881,0.35,0.3909741953178611,0,25.88,Lending,49.87919075144509
App_69,81.49101287359542,17.021863566757276,42,3.717392949063303,18,94.46659538796405,1,0.18508987126404577,0.3546221576407766,0.84,0.3717392949063303,0.9,0.05533404612035952,1,89.73,Payments,49.61333333333334
App_70,99.73773873201034,13.787471599395923,40,0.013536257154681541,6,83.08468329551626,0,0.0026226126798965764,0.28723899165408173,0.8,0.0013536257154681541,0.3,0.16915316704483743,0,23.37,Risk Management,52.27423076923077
App_71,95.44489538593315,14.222789781887524,38,2.9980052756523587,16,95.6263382184737,0,0.04555104614066849,0.2963081204559901,0.76,0.2998005275652359,0.8,0.043736617815262946,0,31.62,Customer Support,53.401939393939394
App_72,83.97431363068345,11.213172050395677,21,6.464587416379305,5,83.8778089365269,0,0.16025686369316547,0.23360775104990994,0.42,0.6464587416379305,0.25,0.16122191063473096,0,29.59,Payments,49.61333333333334
App_73,80.11044234247206,2.0204731025453704,48,9.741944438163571,18,92.40644359838811,0,0.19889557657527945,0.04209318963636188,0.96,0.9741944438163571,0.9,0.07593556401611892,0,44.97,Lending,49.87919075144509
App_74,96.30922856909669,0.8579488672038629,16,8.470608269838994,5,77.18693453420592,0,0.03690771430903311,0.01787393473341381,0.32,0.8470608269838994,0.25,0.22813065465794083,0,24.71,Fraud Detection,48.961543624161074
App_75,94.13714687695234,47.41067470732951,33,0.23594964645529126,1,89.99439725153076,0,0.058628531230476566,0.9877223897360315,0.66,0.023594964645529126,0.05,0.10005602748469243,0,33.47,Payments,49.61333333333334
App_76,94.58014336081975,20.533110419321392,5,8.985606046748394,5,96.52165867559424,0,0.05419856639180253,0.42777313373586234,0.1,0.8985606046748394,0.25,0.034783413244057614,0,27.91,Core Banking,49.03
App_77,95.42540693371892,18.447679063664722,45,7.83198413298626,4,82.88491854888825,0,0.045745930662810824,0.38432664715968173,0.9,0.7831984132986259,0.2,0.1711508145111175,0,38.65,Fraud Detection,48.961543624161074
App_78,81.48089303468181,32.62306956926735,5,7.803761235709804,18,67.23140602249518,0,0.18519106965318188,0.6796472826930698,0.1,0.7803761235709804,0.9,0.32768593977504823,0,45.34,Core Banking,49.03
App_79,87.16931457088545,10.47618661752308,33,4.579957590035715,19,70.75190460120793,0,0.12830685429114552,0.21825388786506417,0.66,0.4579957590035715,0.95,0.29248095398792073,0,38.23,Core Banking,49.03
App_80,82.3173811905026,45.598136829610816,0,3.980052929545028,3,67.94578307589623,0,0.176826188094974,0.9499611839502253,0.0,0.3980052929545028,0.15,0.3205421692410377,0,35.7,Core Banking,49.03
App_81,97.26206851751186,37.744560691946496,9,3.029157288331926,16,69.87428110382932,0,0.027379314824881363,0.786345014415552,0.18,0.3029157288331926,0.8,0.30125718896170683,0,36.17,Payments,49.61333333333334
App_82,92.46596253655116,4.291728110988457,20,0.6569485895436578,10,72.25661797404146,1,0.0753403746344884,0.08941100231225951,0.4,0.06569485895436578,0.5,0.2774338202595854,1,69.82,Risk Management,52.27423076923077
App_83,86.61796049705299,20.04387723767656,4,2.282353634936991,3,82.20535147012754,0,0.1338203950294701,0.41758077578492836,0.08,0.2282353634936991,0.15,0.17794648529872462,0,20.49,Fraud Detection,48.961543624161074
App_84,81.27116700572047,42.197678762983905,1,2.4660363497802464,12,83.51966517855331,0,0.1872883299427953,0.8791183075621647,0.02,0.24660363497802465,0.6,0.1648033482144669,0,34.74,Lending,49.87919075144509
App_85,86.21964643431325,45.347137069987696,21,4.840770697102016,19,77.05998988967444,0,0.13780353565686754,0.9447320222914103,0.42,0.4840770697102016,0.95,0.2294001011032556,0,48.84,Risk Management,52.27423076923077
App_86,86.50366644053494,22.435272539993747,47,7.4744440659669396,16,84.61683119283342,1,0.13496333559465057,0.4674015112498697,0.94,0.747444406596694,0.8,0.15383168807166583,1,98.34,Payments,49.61333333333334
App_87,94.59212356676127,29.443746682113968,1,4.7380982839794665,8,63.262997024454634,0,0.054078764332387265,0.6134113892107077,0.02,0.47380982839794666,0.4,0.36737002975545363,0,30.54,Core Banking,49.03
App_88,92.75114942710427,8.01762941241961,9,0.5784444944716061,3,63.511529482326395,0,0.07248850572895733,0.16703394609207523,0.18,0.057844449447160606,0.15,0.36488470517673605,0,15.69,Lending,49.87919075144509
App_89,97.74425485152653,47.576094054574874,33,9.57789800988204,13,66.87317841430634,0,0.022557451484734658,0.9911686261369765,0.66,0.957789800988204,0.65,0.3312682158569366,0,56.12,Fraud Detection,48.961543624161074
App_90,89.44429850323898,11.120241666405283,15,9.427243190941123,18,80.7230999216138,0,0.10555701496761018,0.2316717013834434,0.3,0.9427243190941124,0.9,0.19276900078386205,0,37.8,Risk Management,52.27423076923077
App_91,82.39188491876604,45.25112515848603,47,7.851895431484084,2,68.55978714793254,1,0.1760811508123396,0.9427317741351257,0.94,0.7851895431484084,0.1,0.3144021285206746,1,104.85,Customer Support,53.401939393939394
App_92,94.26489574445989,31.183039151633686,38,9.913279015642205,13,71.3313761397031,1,0.05735104255540108,0.6496466489923685,0.76,0.9913279015642205,0.65,0.28668623860296905,1,101.5,Risk Management,52.27423076923077
App_93,95.21570097233794,29.171366154185236,21,5.444823328002629,7,76.01251344691977,0,0.04784299027662058,0.6077367948788591,0.42,0.5444823328002629,0.35,0.2398748655308023,0,34.92,Lending,49.87919075144509
App_94,91.22554395138992,24.609048528792414,11,9.627683502532062,0,92.47464496041519,0,0.08774456048610077,0.5126885110165086,0.22,0.9627683502532062,0.0,0.07525355039584809,0,31.32,Payments,49.61333333333334
App_95,95.41934359909122,11.072150962452417,23,0.7560504061675077,9,60.554485436514405,0,0.045806564009087794,0.2306698117177587,0.46,0.07560504061675077,0.45,0.39445514563485595,0,24.21,Fraud Detection,48.961543624161074
App_96,89.87591192728782,8.473345536264397,46,3.656807482613713,17,85.9751528094649,0,0.10124088072712184,0.17652803200550826,0.92,0.3656807482613713,0.85,0.14024847190535097,0,35.95,Lending,49.87919075144509
App_97,90.45465658763987,10.583338035368417,39,2.253812680067658,15,86.75506124162742,0,0.09545343412360126,0.22048620907017535,0.78,0.2253812680067658,0.75,0.13244938758372585,0,31.36,Core Banking,49.03
App_98,88.55082036717099,8.949036582924217,37,1.9583308413427003,7,91.94623121426545,0,0.11449179632829015,0.18643826214425452,0.74,0.19583308413427003,0.35,0.08053768785734547,0,25.34,Fraud Detection,48.961543624161074
App_99,80.5083825348819,37.42005473120416,9,1.4080294889267608,0,97.31011756241253,0,0.19491617465118097,0.7795844735667533,0.18,0.14080294889267608,0.0,0.02689882437587471,0,25.68,Risk Management,52.27423076923077
App_100,82.15782853986609,16.806012440003045,34,6.224136415659967,11,60.80551395797159,0,0.17842171460133913,0.3501252591667301,0.68,0.6224136415659967,0.55,0.3919448604202841,0,42.38,Lending,49.87919075144509
App_101,80.62858371373468,2.7764484750430256,48,7.813218557473051,7,66.15134822052865,1,0.19371416286265317,0.05784267656339637,0.96,0.7813218557473051,0.35,0.33848651779471356,1,90.7,Risk Management,52.27423076923077
App_102,92.72820822527561,46.51692624675894,31,5.782983994203606,15,95.44685176223973,0,0.07271791774724391,0.9691026301408113,0.62,0.5782983994203607,0.75,0.04553148237760268,0,47.36,Risk Management,52.27423076923077
App_103,86.28711962152653,42.42172247824443,6,1.4696270958820967,17,78.34074248748061,1,0.13712880378473472,0.8837858849634257,0.12,0.14696270958820967,0.85,0.2165925751251939,1,86.86,Risk Management,52.27423076923077
App_104,90.17141382329406,44.53210959337022,20,8.111237699334708,3,82.58362555733854,1,0.0982858617670594,0.927752283195213,0.4,0.8111237699334708,0.15,0.17416374442661464,1,93.29,Payments,49.61333333333334
App_105,98.15132947852186,47.75557548702889,19,6.359547071637285,5,86.5210881489259,0,0.01848670521478141,0.9949078226464353,0.38,0.6359547071637285,0.25,0.13478911851074102,0,40.12,Risk Management,52.27423076923077
App_106,84.9858445829775,8.34697196253539,25,3.881657061269955,11,87.1626641798255,1,0.15014155417022493,0.1738952492194873,0.5,0.3881657061269955,0.55,0.12837335820174503,1,77.98,Core Banking,49.03
App_107,88.2076584607126,19.01961690732762,3,6.74130295536063,8,97.26961613266033,0,0.11792341539287406,0.39624201890265875,0.06,0.674130295536063,0.4,0.027303838673396683,0,26.29,Core Banking,49.03
App_108,95.11102277086097,36.395446833796385,45,2.5990497924283282,14,99.87797669646679,0,0.0488897722913903,0.7582384757040913,0.9,0.25990497924283285,0.7,0.0012202330353321144,0,40.8,Fraud Detection,48.961543624161074
App_109,84.57596330983245,33.40898966658203,21,3.451922084942105,15,88.80629843723761,0,0.15424036690167553,0.6960206180537923,0.42,0.3451922084942105,0.75,0.11193701562762386,0,38.43,Customer Support,53.401939393939394
App_110,81.53959819657587,7.387003504313043,14,9.174858431319903,11,71.48884836820604,1,0.18460401803424134,0.15389590633985506,0.28,0.9174858431319903,0.55,0.28511151631793963,1,85.43,Risk Management,52.27423076923077
App_111,85.79502905827536,39.15998999954965,39,2.905045056714204,13,95.19009609177374,0,0.1420497094172464,0.8158331249906178,0.78,0.2905045056714204,0.65,0.04809903908226261,0,43.15,Risk Management,52.27423076923077
App_112,83.22442574508008,10.773147448159712,20,4.699882681579366,12,61.96883658163046,0,0.16775574254919917,0.22444057183666066,0.4,0.4699882681579366,0.6,0.3803116341836954,0,33.44,Lending,49.87919075144509
App_113,98.59395304685145,10.743245511485908,14,8.901411373960146,1,69.24323411497986,1,0.014060469531485466,0.22381761482262308,0.28,0.8901411373960146,0.05,0.30756765885020143,1,77.49,Payments,49.61333333333334
App_114,96.16240759128834,25.774772298883853,21,7.077213502675274,2,95.89542869854859,0,0.03837592408711657,0.5369744228934136,0.42,0.7077213502675275,0.1,0.04104571301451415,0,30.23,Customer Support,53.401939393939394
App_115,92.66807513020846,28.461116872401753,27,0.6220322616470275,9,70.2476605775742,0,0.07331924869791535,0.5929399348417032,0.54,0.06220322616470275,0.45,0.29752339422425805,0,31.69,Fraud Detection,48.961543624161074
App_116,97.42921180375436,27.844137976214938,13,1.4730304427897034,8,68.82604238486994,1,0.02570788196245644,0.5800862078378112,0.26,0.14730304427897034,0.4,0.31173957615130066,1,77.03,Customer Support,53.401939393939394
App_117,96.07344153798229,4.391368195092234,26,0.07841590771916818,19,65.52501172560989,1,0.039265584620177096,0.09148683739775487,0.52,0.007841590771916818,0.95,0.3447498827439011,1,75.4,Risk Management,52.27423076923077
App_118,83.73140117772071,42.118121406258254,40,6.309217902291634,7,94.36447030587667,1,0.16268598822279287,0.8774608626303803,0.8,0.6309217902291634,0.35,0.05635529694123335,1,97.43,Lending,49.87919075144509
App_119,97.85117996979956,12.748802044257891,39,4.4767342541041835,9,80.00233036764347,1,0.0214882003020044,0.26560004258870606,0.78,0.4476734254104183,0.45,0.19997669632356532,1,81.76,Payments,49.61333333333334
App_120,90.78684483831302,6.2167162215746,27,1.3427485090227553,18,86.99572812216618,0,0.09213155161686984,0.12951492128280417,0.54,0.13427485090227553,0.9,0.13004271877833815,0,25.96,Fraud Detection,48.961543624161074
App_121,96.14880310328125,42.6599078337109,25,9.579341210567705,2,69.56265536300118,1,0.03851196896718747,0.8887480798689772,0.5,0.9579341210567704,0.1,0.30437344636998814,1,96.17,Customer Support,53.401939393939394
App_122,97.92182599846987,45.87127191502816,48,5.296597239456199,4,90.32161684044866,0,0.020781740015301295,0.9556514982297534,0.96,0.5296597239456199,0.2,0.09678383159551344,0,45.43,Fraud Detection,48.961543624161074
App_123,86.36006949943727,41.38212562874163,1,2.418932941128892,2,90.40022179848394,0,0.13639930500562727,0.8621276172654507,0.02,0.2418932941128892,0.1,0.0959977820151606,0,27.02,Risk Management,52.27423076923077
App_124,82.20103849055353,38.856771586794146,24,5.006035711547075,15,72.503920996332,0,0.1779896150944647,0.8095160747248781,0.48,0.5006035711547075,0.75,0.27496079003668,0,46.97,Fraud Detection,48.961543624161074
App_125,84.55870325083883,31.451615070673043,2,6.796203327351078,16,76.4273053204113,0,0.15441296749161168,0.6552419806390217,0.04,0.6796203327351078,0.8,0.23572694679588693,0,39.3,Lending,49.87919075144509
App_126,88.54215577252512,26.441153789238687,7,0.7623921797356448,14,68.38761109720804,1,0.1145784422747488,0.5508573706091393,0.14,0.07623921797356448,0.7,0.31612388902791966,1,78.87,Fraud Detection,48.961543624161074
App_127,96.36029531844986,4.175364475747687,43,2.74703815047892,2,99.06244093291618,1,0.036397046815501426,0.08698675991141014,0.86,0.274703815047892,0.1,0.00937559067083825,1,70.81,Core Banking,49.03
App_128,97.21461166512687,19.60575422739354,32,8.069654908839937,11,85.82410308233646,0,0.02785388334873133,0.40845321307069876,0.64,0.8069654908839936,0.55,0.14175896917663536,0,38.2,Lending,49.87919075144509
App_129,80.13904261062382,17.88904881659107,41,4.596648704026612,8,97.38175522862062,0,0.19860957389376183,0.372688517012314,0.82,0.45966487040266124,0.4,0.026182447713793806,0,36.01,Customer Support,53.401939393939394
